NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4_OMA	OMA_mapping	OMA_groups
Gh_A04G0712	Zm00001d035677	n:m	NA
Gh_A05G3036	Zm00001d035677	n:m	NA
Gh_A07G0909	Zm00001d035677	n:m	NA
Gh_A09G1441	Zm00001d035677	n:m	NA
Gh_A10G1986	Zm00001d035677	n:m	NA
Gh_A13G0182	Zm00001d035677	n:m	NA
Gh_D03G1175	Zm00001d035677	n:m	NA
Gh_D04G0606	Zm00001d035677	n:m	NA
Gh_D04G1179	Zm00001d035677	n:m	NA
Gh_D07G0981	Zm00001d035677	n:m	NA
Gh_D09G1450	Zm00001d035677	n:m	NA
Gh_D10G2293	Zm00001d035677	n:m	NA
Gh_A03G2086	Zm00001d035677	n:m	NA
Gh_A03G0371	Zm00001d035679	n:m	NA
Gh_A05G0794	Zm00001d035679	n:m	NA
Gh_A08G0008	Zm00001d035679	n:m	NA
Gh_D03G1172	Zm00001d035679	n:m	NA
Gh_D05G0912	Zm00001d035679	n:m	NA
Gh_D07G0982	Zm00001d035679	n:m	NA
Gh_D08G0046	Zm00001d035679	n:m	NA
Gh_A07G2259	Zm00001d035679	n:m	NA
Gh_A11G1179	Zm00001d035680	n:m	NA
Gh_D11G1334	Zm00001d035680	n:m	NA
Gh_A01G0555	Zm00001d035682	n:m	NA
Gh_A01G1712	Zm00001d035682	n:m	NA
Gh_A11G2271	Zm00001d035682	n:m	NA
Gh_A11G2538	Zm00001d035682	n:m	NA
Gh_A11G2542	Zm00001d035682	n:m	NA
Gh_A11G2543	Zm00001d035682	n:m	NA
Gh_A13G1207	Zm00001d035682	n:m	NA
Gh_D05G3504	Zm00001d035682	n:m	NA
Gh_D05G3506	Zm00001d035682	n:m	NA
Gh_D05G3507	Zm00001d035682	n:m	NA
Gh_D05G3508	Zm00001d035682	n:m	NA
Gh_D11G2891	Zm00001d035682	n:m	NA
Gh_D11G2892	Zm00001d035682	n:m	NA
Gh_D11G2893	Zm00001d035682	n:m	NA
Gh_D11G2896	Zm00001d035682	n:m	NA
Gh_D11G2897	Zm00001d035682	n:m	NA
Gh_D11G2902	Zm00001d035682	n:m	NA
Gh_D11G2904	Zm00001d035682	n:m	NA
Gh_D11G2905	Zm00001d035682	n:m	NA
Gh_D13G1503	Zm00001d035682	n:m	NA
Gh_D11G3402	Zm00001d035682	n:m	NA
Gh_Sca004907G01	Zm00001d035682	n:m	NA
Gh_Sca006672G01	Zm00001d035682	n:m	NA
Gh_A04G1289	Zm00001d035682	n:m	NA
Gh_A04G1295	Zm00001d035682	n:m	NA
Gh_A04G1296	Zm00001d035682	n:m	NA
Gh_A11G1178	Zm00001d035683	n:m	NA
Gh_D11G1335	Zm00001d035683	n:m	NA
Gh_D11G1336	Zm00001d035683	n:m	NA
Gh_A11G1178	Zm00001d035684	n:m	NA
Gh_D11G1335	Zm00001d035684	n:m	NA
Gh_D11G1336	Zm00001d035684	n:m	NA
Gh_A12G0107	Zm00001d035689	n:m	NA
Gh_D04G1484	Zm00001d035689	n:m	NA
Gh_A04G1431	Zm00001d035689	n:m	NA
Gh_Sca157436G01	Zm00001d035693	1:m	NA
Gh_A09G2164	Zm00001d035695	1:m	NA
Gh_D09G2371	Zm00001d035695	1:m	NA
Gh_A05G0900	Zm00001d035696	n:m	NA
Gh_A12G1340	Zm00001d035696	n:m	NA
Gh_D12G1466	Zm00001d035696	n:m	NA
Gh_D04G0548	Zm00001d035698	1:m	NA
Gh_A13G2207	Zm00001d035702	1:01	NA
Gh_A02G1321	Zm00001d035713	n:m	NA
Gh_A11G3184	Zm00001d035713	n:m	NA
Gh_D11G3436	Zm00001d035713	n:m	NA
Gh_A02G1321	Zm00001d035714	n:m	NA
Gh_A11G3184	Zm00001d035714	n:m	NA
Gh_D11G3436	Zm00001d035714	n:m	NA
Gh_A02G1321	Zm00001d035717	n:m	NA
Gh_A11G3184	Zm00001d035717	n:m	NA
Gh_D11G3436	Zm00001d035717	n:m	NA
Gh_A03G1858	Zm00001d035722	n:m	NA
Gh_A02G0670	Zm00001d035723	n:m	NA
Gh_A05G2059	Zm00001d035723	n:m	NA
Gh_D02G0718	Zm00001d035723	n:m	NA
Gh_A08G0049	Zm00001d035731	1:m	NA
Gh_A09G0902	Zm00001d035731	1:m	NA
Gh_D08G0091	Zm00001d035731	1:m	NA
Gh_A01G1552	Zm00001d035736	n:m	NA
Gh_A12G0409	Zm00001d035736	n:m	NA
Gh_D12G0404	Zm00001d035736	n:m	NA
Gh_A05G1066	Zm00001d035737	1:m	NA
Gh_D05G1215	Zm00001d035737	1:m	NA
Gh_D03G1795	Zm00001d035737	1:m	NA
Gh_A09G1557	Zm00001d035747	n:m	NA
Gh_A12G2469	Zm00001d035747	n:m	NA
Gh_D09G1629	Zm00001d035747	n:m	NA
Gh_A11G3029	Zm00001d035750	1:01	NA
Gh_A11G1304	Zm00001d035751	n:m	NA
Gh_D07G1604	Zm00001d035751	n:m	NA
Gh_D11G1452	Zm00001d035751	n:m	NA
Gh_A07G2220	Zm00001d035751	n:m	NA
Gh_A10G2088	Zm00001d035752	n:m	NA
Gh_A13G0157	Zm00001d035752	n:m	NA
Gh_D13G0176	Zm00001d035752	n:m	NA
Gh_A09G1182	Zm00001d035753	n:1	NA
Gh_A09G1182	Zm00001d035756	n:1	NA
Gh_A10G0438	Zm00001d035757	1:m	NA
Gh_A03G0455	Zm00001d035759	n:m	NA
Gh_A03G1087	Zm00001d035759	n:m	NA
Gh_A05G2943	Zm00001d035759	n:m	NA
Gh_A07G0444	Zm00001d035759	n:m	NA
Gh_A11G0342	Zm00001d035759	n:m	NA
Gh_D02G1504	Zm00001d035759	n:m	NA
Gh_D03G1083	Zm00001d035759	n:m	NA
Gh_D04G0730	Zm00001d035759	n:m	NA
Gh_D04G0733	Zm00001d035759	n:m	NA
Gh_D07G0508	Zm00001d035759	n:m	NA
Gh_D11G0399	Zm00001d035759	n:m	NA
Gh_Sca004880G02	Zm00001d035761	n:m	NA
Gh_A10G1757	Zm00001d035762	1:m	NA
Gh_D05G2734	Zm00001d035762	1:m	NA
Gh_D10G2030	Zm00001d035762	1:m	NA
Gh_A09G1577	Zm00001d035764	n:m	NA
Gh_D09G1662	Zm00001d035764	n:m	NA
Gh_D11G0035	Zm00001d035764	n:m	NA
Gh_D12G2543	Zm00001d035764	n:m	NA
Gh_A12G2730	Zm00001d035764	n:m	NA
Gh_Sca023295G01	Zm00001d035770	1:m	NA
Gh_D12G2607	Zm00001d035772	n:m	NA
Gh_D04G0380	Zm00001d035773	n:m	NA
Gh_D11G0628	Zm00001d035773	n:m	NA
Gh_A10G1883	Zm00001d035779	1:m	NA
Gh_D10G2153	Zm00001d035779	1:m	NA
Gh_D08G0789	Zm00001d035783	n:m	NA
Gh_D12G0095	Zm00001d035783	n:m	NA
Gh_A12G2442	Zm00001d035802	1:m	NA
Gh_A12G0086	Zm00001d035803	n:1	NA
Gh_A13G0085	Zm00001d035812	n:m	NA
Gh_A13G0086	Zm00001d035812	n:m	NA
Gh_D13G0102	Zm00001d035812	n:m	NA
Gh_A01G0794	Zm00001d035817	1:m	NA
Gh_D01G0822	Zm00001d035817	1:m	NA
Gh_A05G0047	Zm00001d035818	n:m	NA
Gh_A06G0421	Zm00001d035818	n:m	NA
Gh_D06G0459	Zm00001d035818	n:m	NA
Gh_A05G0403	Zm00001d035838	n:m	NA
Gh_A07G0191	Zm00001d035838	n:m	NA
Gh_D10G1065	Zm00001d035841	1:m	NA
Gh_D10G1068	Zm00001d035841	1:m	NA
Gh_D12G0639	Zm00001d035844	1:m	NA
Gh_A05G3137	Zm00001d035854	1:m	NA
Gh_D04G0496	Zm00001d035854	1:m	NA
Gh_Sca133868G01	Zm00001d035859	n:1	NA
Gh_A06G0167	Zm00001d035865	1:m	NA
Gh_A06G0168	Zm00001d035865	1:m	NA
Gh_A06G0171	Zm00001d035865	1:m	NA
Gh_D06G0157	Zm00001d035865	1:m	NA
Gh_D06G0161	Zm00001d035865	1:m	NA
Gh_D06G0162	Zm00001d035865	1:m	NA
Gh_D06G0166	Zm00001d035865	1:m	NA
Gh_A05G1270	Zm00001d035869	n:m	NA
Gh_A10G0353	Zm00001d035869	n:m	NA
Gh_D04G0331	Zm00001d035869	n:m	NA
Gh_D05G1439	Zm00001d035869	n:m	NA
Gh_D10G0361	Zm00001d035869	n:m	NA
Gh_A05G1329	Zm00001d035871	1:01	NA
Gh_D08G1061	Zm00001d035874	1:m	NA
Gh_D11G0115	Zm00001d035874	1:m	NA
Gh_A11G2967	Zm00001d035874	1:m	NA
Gh_D12G2388	Zm00001d035875	1:m	NA
Gh_A08G0942	Zm00001d035876	1:m	NA
Gh_D08G1151	Zm00001d035876	1:m	NA
Gh_A12G1073	Zm00001d035878	1:m	NA
Gh_D03G1540	Zm00001d035879	n:m	NA
Gh_A03G1991	Zm00001d035879	n:m	NA
Gh_D03G1540	Zm00001d035881	n:m	NA
Gh_A07G0235	Zm00001d035888	n:m	NA
Gh_A08G1542	Zm00001d035888	n:m	NA
Gh_A11G0233	Zm00001d035888	n:m	NA
Gh_A11G0234	Zm00001d035888	n:m	NA
Gh_A11G0235	Zm00001d035888	n:m	NA
Gh_A11G0236	Zm00001d035888	n:m	NA
Gh_A11G0237	Zm00001d035888	n:m	NA
Gh_A11G0239	Zm00001d035888	n:m	NA
Gh_D07G0293	Zm00001d035888	n:m	NA
Gh_D08G1843	Zm00001d035888	n:m	NA
Gh_D08G1846	Zm00001d035888	n:m	NA
Gh_D11G0247	Zm00001d035888	n:m	NA
Gh_D11G0248	Zm00001d035888	n:m	NA
Gh_D11G0249	Zm00001d035888	n:m	NA
Gh_D11G0250	Zm00001d035888	n:m	NA
Gh_D11G0251	Zm00001d035888	n:m	NA
Gh_D11G0252	Zm00001d035888	n:m	NA
Gh_D11G0253	Zm00001d035888	n:m	NA
Gh_D11G0254	Zm00001d035888	n:m	NA
Gh_Sca005825G01	Zm00001d035888	n:m	NA
Gh_A07G1367	Zm00001d035889	n:m	NA
Gh_D03G1567	Zm00001d035889	n:m	NA
Gh_D08G1832	Zm00001d035889	n:m	NA
Gh_D07G2457	Zm00001d035889	n:m	NA
Gh_A08G0873	Zm00001d035898	1:m	NA
Gh_A03G0162	Zm00001d035899	1:m	NA
Gh_A07G1298	Zm00001d035899	1:m	NA
Gh_A08G0999	Zm00001d035899	1:m	NA
Gh_A11G0822	Zm00001d035899	1:m	NA
Gh_D08G1272	Zm00001d035899	1:m	NA
Gh_D11G0963	Zm00001d035899	1:m	NA
Gh_A02G0937	Zm00001d035901	n:m	NA
Gh_A08G0947	Zm00001d035901	n:m	NA
Gh_D12G2381	Zm00001d035901	n:m	NA
Gh_A02G0937	Zm00001d035902	n:m	NA
Gh_A08G0947	Zm00001d035902	n:m	NA
Gh_A12G2202	Zm00001d035902	n:m	NA
Gh_A13G1083	Zm00001d035913	n:m	NA
Gh_D13G1349	Zm00001d035913	n:m	NA
Gh_A05G3086	Zm00001d035915	n:m	NA
Gh_D04G0554	Zm00001d035915	n:m	NA
Gh_D07G2282	Zm00001d035915	n:m	NA
Gh_A02G1351	Zm00001d035920	n:m	NA
Gh_A12G1879	Zm00001d035920	n:m	NA
Gh_D03G0491	Zm00001d035920	n:m	NA
Gh_D12G2058	Zm00001d035920	n:m	NA
Gh_D13G0952	Zm00001d035920	n:m	NA
Gh_A13G2259	Zm00001d035920	n:m	NA
Gh_A06G1533	Zm00001d035922	1:m	NA
Gh_A02G1018	Zm00001d035924	n:m	NA
Gh_A11G1036	Zm00001d035924	n:m	NA
Gh_D02G0803	Zm00001d035924	n:m	NA
Gh_D05G3232	Zm00001d035924	n:m	NA
Gh_D06G0599	Zm00001d035924	n:m	NA
Gh_D07G2026	Zm00001d035924	n:m	NA
Gh_D08G1485	Zm00001d035924	n:m	NA
Gh_Sca005831G01	Zm00001d035924	n:m	NA
Gh_A04G1258	Zm00001d035925	n:m	NA
Gh_A08G0477	Zm00001d035925	n:m	NA
Gh_D07G1798	Zm00001d035925	n:m	NA
Gh_D08G0560	Zm00001d035925	n:m	NA
Gh_A08G1381	Zm00001d035926	1:01	NA
Gh_A08G1373	Zm00001d035934	1:m	NA
Gh_D08G1668	Zm00001d035934	1:m	NA
Gh_D12G2030	Zm00001d035934	1:m	NA
Gh_D10G1996	Zm00001d035937	n:1	NA
Gh_D09G0043	Zm00001d035947	1:m	NA
Gh_A05G0550	Zm00001d035949	n:m	NA
Gh_A11G2524	Zm00001d035949	n:m	NA
Gh_D05G0681	Zm00001d035949	n:m	NA
Gh_A03G2021	Zm00001d035949	n:m	NA
Gh_A06G0088	Zm00001d035957	1:m	NA
Gh_D05G1859	Zm00001d035957	1:m	NA
Gh_D06G0061	Zm00001d035957	1:m	NA
Gh_A05G3452	Zm00001d035960	1:m	NA
Gh_A12G1841	Zm00001d035962	n:m	NA
Gh_A02G1205	Zm00001d035965	n:m	NA
Gh_A13G1365	Zm00001d035965	n:m	NA
Gh_D03G0527	Zm00001d035965	n:m	NA
Gh_D13G1673	Zm00001d035965	n:m	NA
Gh_A08G0490	Zm00001d035974	n:m	NA
Gh_D08G0576	Zm00001d035975	n:m	NA
Gh_A09G0390	Zm00001d035990	n:m	NA
Gh_A11G0085	Zm00001d035990	n:m	NA
Gh_A12G2351	Zm00001d035990	n:m	NA
Gh_D08G1095	Zm00001d035990	n:m	NA
Gh_D11G0089	Zm00001d035990	n:m	NA
Gh_A03G1736	Zm00001d035992	n:m	NA
Gh_D02G2169	Zm00001d035992	n:m	NA
Gh_D13G0316	Zm00001d035992	n:m	NA
Gh_A05G0727	Zm00001d035994	1:m	NA
Gh_A09G0842	Zm00001d035994	1:m	NA
Gh_D05G0864	Zm00001d035994	1:m	NA
Gh_A11G0084	Zm00001d035999	n:m	NA
Gh_D11G0088	Zm00001d035999	n:m	NA
Gh_D12G2489	Zm00001d035999	n:m	NA
Gh_A07G1337	Zm00001d036001	n:m	NA
Gh_D07G1446	Zm00001d036001	n:m	NA
Gh_D11G0899	Zm00001d036001	n:m	NA
Gh_A07G1338	Zm00001d036004	1:m	NA
Gh_A09G1722	Zm00001d036008	1:m	NA
Gh_A12G2360	Zm00001d036008	1:m	NA
Gh_D09G1835	Zm00001d036008	1:m	NA
Gh_D12G2497	Zm00001d036008	1:m	NA
Gh_D09G1558	Zm00001d036013	n:m	NA
Gh_A03G2041	Zm00001d036016	n:m	NA
Gh_A04G0100	Zm00001d036018	n:m	NA
Gh_D05G3621	Zm00001d036018	n:m	NA
Gh_D03G1488	Zm00001d036020	n:m	NA
Gh_D12G2233	Zm00001d036020	n:m	NA
Gh_A03G2019	Zm00001d036020	n:m	NA
Gh_A07G0342	Zm00001d036023	1:m	NA
Gh_D07G0402	Zm00001d036023	1:m	NA
Gh_A10G1185	Zm00001d036024	n:m	NA
Gh_D09G2434	Zm00001d036024	n:m	NA
Gh_A08G0842	Zm00001d036031	n:m	NA
Gh_A11G0044	Zm00001d036031	n:m	NA
Gh_D12G2647	Zm00001d036031	n:m	NA
Gh_A02G1664	Zm00001d036037	1:m	NA
Gh_A11G0165	Zm00001d036045	n:m	NA
Gh_A12G2173	Zm00001d036045	n:m	NA
Gh_D09G1787	Zm00001d036045	n:m	NA
Gh_D12G2352	Zm00001d036045	n:m	NA
Gh_A09G2366	Zm00001d036045	n:m	NA
Gh_A09G2367	Zm00001d036045	n:m	NA
Gh_A07G0409	Zm00001d036046	1:m	NA
Gh_A11G2066	Zm00001d036054	n:m	NA
Gh_A12G1527	Zm00001d036054	n:m	NA
Gh_A12G1595	Zm00001d036054	n:m	NA
Gh_D08G2323	Zm00001d036054	n:m	NA
Gh_D12G1650	Zm00001d036054	n:m	NA
Gh_D12G1735	Zm00001d036054	n:m	NA
Gh_A08G2339	Zm00001d036054	n:m	NA
Gh_A07G1474	Zm00001d036055	1:m	NA
Gh_A11G1283	Zm00001d036055	1:m	NA
Gh_D11G1431	Zm00001d036055	1:m	NA
Gh_A05G2968	Zm00001d036057	n:m	NA
Gh_D09G0347	Zm00001d036057	n:m	NA
Gh_A09G0432	Zm00001d036073	1:m	NA
Gh_A12G2392	Zm00001d036073	1:m	NA
Gh_D12G2519	Zm00001d036073	1:m	NA
Gh_D03G1540	Zm00001d036080	n:m	NA
Gh_A03G1991	Zm00001d036080	n:m	NA
Gh_A12G2028	Zm00001d036084	1:m	NA
Gh_D12G2207	Zm00001d036084	1:m	NA
Gh_A01G1792	Zm00001d036086	n:m	NA
Gh_D01G2033	Zm00001d036086	n:m	NA
Gh_D07G0394	Zm00001d036086	n:m	NA
Gh_D09G2437	Zm00001d036086	n:m	NA
Gh_A09G1736	Zm00001d036090	n:m	NA
Gh_D09G1845	Zm00001d036090	n:m	NA
Gh_D12G2210	Zm00001d036090	n:m	NA
Gh_A12G0555	Zm00001d036091	n:m	NA
Gh_D11G1789	Zm00001d036091	n:m	NA
Gh_D12G0571	Zm00001d036091	n:m	NA
Gh_A05G3008	Zm00001d036092	1:m	NA
Gh_A12G0468	Zm00001d036092	1:m	NA
Gh_D04G0809	Zm00001d036092	1:m	NA
Gh_D12G0470	Zm00001d036092	1:m	NA
Gh_A06G1784	Zm00001d036098	1:01	NA
Gh_D06G0012	Zm00001d036103	n:m	NA
Gh_A05G0539	Zm00001d036108	n:m	NA
Gh_D05G0673	Zm00001d036108	n:m	NA
Gh_D13G1927	Zm00001d036108	n:m	NA
Gh_A08G0253	Zm00001d036110	n:m	NA
Gh_D08G0342	Zm00001d036112	n:m	NA
Gh_A09G0495	Zm00001d036122	n:m	NA
Gh_A09G0496	Zm00001d036122	n:m	NA
Gh_A09G0497	Zm00001d036122	n:m	NA
Gh_D09G0502	Zm00001d036122	n:m	NA
Gh_D09G0503	Zm00001d036122	n:m	NA
Gh_D09G0504	Zm00001d036122	n:m	NA
Gh_D12G2537	Zm00001d036122	n:m	NA
Gh_A12G2720	Zm00001d036122	n:m	NA
Gh_A02G1396	Zm00001d036126	n:m	NA
Gh_A03G1322	Zm00001d036126	n:m	NA
Gh_A11G1831	Zm00001d036126	n:m	NA
Gh_D01G1210	Zm00001d036126	n:m	NA
Gh_D02G0629	Zm00001d036126	n:m	NA
Gh_D02G0794	Zm00001d036126	n:m	NA
Gh_D02G1342	Zm00001d036126	n:m	NA
Gh_D03G0526	Zm00001d036126	n:m	NA
Gh_D04G0566	Zm00001d036126	n:m	NA
Gh_D04G0592	Zm00001d036126	n:m	NA
Gh_D05G0444	Zm00001d036126	n:m	NA
Gh_D05G0550	Zm00001d036126	n:m	NA
Gh_D05G3033	Zm00001d036126	n:m	NA
Gh_D06G0471	Zm00001d036126	n:m	NA
Gh_D06G0598	Zm00001d036126	n:m	NA
Gh_D07G1218	Zm00001d036126	n:m	NA
Gh_D07G1727	Zm00001d036126	n:m	NA
Gh_D08G1614	Zm00001d036126	n:m	NA
Gh_D08G1672	Zm00001d036126	n:m	NA
Gh_D08G1993	Zm00001d036126	n:m	NA
Gh_D09G0818	Zm00001d036126	n:m	NA
Gh_D10G1052	Zm00001d036126	n:m	NA
Gh_D10G1337	Zm00001d036126	n:m	NA
Gh_D10G1807	Zm00001d036126	n:m	NA
Gh_D11G0827	Zm00001d036126	n:m	NA
Gh_D11G2366	Zm00001d036126	n:m	NA
Gh_D11G2633	Zm00001d036126	n:m	NA
Gh_D12G1763	Zm00001d036126	n:m	NA
Gh_D13G0988	Zm00001d036126	n:m	NA
Gh_D13G1782	Zm00001d036126	n:m	NA
Gh_D07G2481	Zm00001d036126	n:m	NA
Gh_D12G2815	Zm00001d036126	n:m	NA
Gh_Sca009113G01	Zm00001d036126	n:m	NA
Gh_A05G0121	Zm00001d036131	1:m	NA
Gh_A13G0530	Zm00001d036135	1:m	NA
Gh_A06G0514	Zm00001d036137	n:m	NA
Gh_A07G0026	Zm00001d036137	n:m	NA
Gh_A08G2137	Zm00001d036137	n:m	NA
Gh_A13G1750	Zm00001d036137	n:m	NA
Gh_D06G0571	Zm00001d036137	n:m	NA
Gh_D07G0034	Zm00001d036137	n:m	NA
Gh_D08G2504	Zm00001d036137	n:m	NA
Gh_A07G1704	Zm00001d036151	n:m	NA
Gh_A08G0458	Zm00001d036151	n:m	NA
Gh_A11G1404	Zm00001d036151	n:m	NA
Gh_D07G1907	Zm00001d036151	n:m	NA
Gh_Sca120106G01	Zm00001d036151	n:m	NA
Gh_Sca177338G01	Zm00001d036151	n:m	NA
Gh_A01G0411	Zm00001d036158	n:m	NA
Gh_A04G0144	Zm00001d036158	n:m	NA
Gh_D01G0416	Zm00001d036158	n:m	NA
Gh_D05G3576	Zm00001d036158	n:m	NA
Gh_D05G3586	Zm00001d036158	n:m	NA
Gh_A05G1073	Zm00001d036161	n:m	NA
Gh_A09G0797	Zm00001d036161	n:m	NA
Gh_D05G1222	Zm00001d036161	n:m	NA
Gh_D09G0800	Zm00001d036161	n:m	NA
Gh_A05G0231	Zm00001d036177	n:m	NA
Gh_A06G0648	Zm00001d036177	n:m	NA
Gh_A07G0113	Zm00001d036177	n:m	NA
Gh_D05G0304	Zm00001d036177	n:m	NA
Gh_D06G0738	Zm00001d036177	n:m	NA
Gh_D07G2370	Zm00001d036177	n:m	NA
Gh_A10G0595	Zm00001d036178	1:m	NA
Gh_D05G1255	Zm00001d036178	1:m	NA
Gh_D10G0642	Zm00001d036178	1:m	NA
Gh_A10G0569	Zm00001d036181	1:01	NA
Gh_A09G1455	Zm00001d036195	n:m	NA
Gh_D09G1464	Zm00001d036195	n:m	NA
Gh_D11G1813	Zm00001d036195	n:m	NA
Gh_D11G2275	Zm00001d036195	n:m	NA
Gh_A10G0534	Zm00001d036196	1:m	NA
Gh_A12G1822	Zm00001d036197	n:m	NA
Gh_D01G2100	Zm00001d036200	n:1	NA
Gh_D05G0450	Zm00001d036201	1:m	NA
Gh_A05G0198	Zm00001d036206	n:m	NA
Gh_A06G0604	Zm00001d036206	n:m	NA
Gh_A13G1730	Zm00001d036206	n:m	NA
Gh_D05G0274	Zm00001d036206	n:m	NA
Gh_D06G0684	Zm00001d036206	n:m	NA
Gh_A02G1018	Zm00001d036207	n:m	NA
Gh_A11G1036	Zm00001d036207	n:m	NA
Gh_D02G0803	Zm00001d036207	n:m	NA
Gh_D02G1491	Zm00001d036207	n:m	NA
Gh_D05G3232	Zm00001d036207	n:m	NA
Gh_D06G0599	Zm00001d036207	n:m	NA
Gh_D07G2026	Zm00001d036207	n:m	NA
Gh_D08G1485	Zm00001d036207	n:m	NA
Gh_Sca005831G01	Zm00001d036207	n:m	NA
Gh_A10G1377	Zm00001d036209	n:m	NA
Gh_D10G1086	Zm00001d036209	n:m	NA
Gh_A02G1135	Zm00001d036213	n:m	NA
Gh_A05G0192	Zm00001d036213	n:m	NA
Gh_A06G0595	Zm00001d036213	n:m	NA
Gh_A06G0596	Zm00001d036213	n:m	NA
Gh_A08G2170	Zm00001d036213	n:m	NA
Gh_A08G2171	Zm00001d036213	n:m	NA
Gh_D03G0557	Zm00001d036213	n:m	NA
Gh_D05G0265	Zm00001d036213	n:m	NA
Gh_D06G0676	Zm00001d036213	n:m	NA
Gh_D06G0677	Zm00001d036213	n:m	NA
Gh_D08G2536	Zm00001d036213	n:m	NA
Gh_D13G2081	Zm00001d036213	n:m	NA
Gh_A07G2295	Zm00001d036213	n:m	NA
Gh_Sca098530G01	Zm00001d036213	n:m	NA
Gh_A11G2610	Zm00001d036214	n:m	NA
Gh_D01G0357	Zm00001d036214	n:m	NA
Gh_D11G2971	Zm00001d036214	n:m	NA
Gh_A02G0080	Zm00001d036215	n:m	NA
Gh_A03G0759	Zm00001d036215	n:m	NA
Gh_D02G0105	Zm00001d036215	n:m	NA
Gh_A10G0341	Zm00001d036216	n:m	NA
Gh_D10G0347	Zm00001d036216	n:m	NA
Gh_D12G0880	Zm00001d036216	n:m	NA
Gh_A12G2577	Zm00001d036216	n:m	NA
Gh_D13G1684	Zm00001d036218	n:m	NA
Gh_D11G3418	Zm00001d036218	n:m	NA
Gh_A05G3254	Zm00001d036222	n:m	NA
Gh_D04G0355	Zm00001d036222	n:m	NA
Gh_D11G0643	Zm00001d036222	n:m	NA
Gh_A01G0413	Zm00001d036230	1:m	NA
Gh_A02G0394	Zm00001d036233	n:m	NA
Gh_A01G0394	Zm00001d036240	1:m	NA
Gh_D05G3307	Zm00001d036240	1:m	NA
Gh_A08G2015	Zm00001d036242	1:m	NA
Gh_A03G0272	Zm00001d036245	n:m	NA
Gh_A02G1010	Zm00001d036246	1:m	NA
Gh_A13G1626	Zm00001d036247	1:m	NA
Gh_D13G1987	Zm00001d036247	1:m	NA
Gh_A05G0173	Zm00001d036283	n:m	NA
Gh_A10G0719	Zm00001d036283	n:m	NA
Gh_D05G0237	Zm00001d036283	n:m	NA
Gh_A02G1040	Zm00001d036285	n:m	NA
Gh_D03G0684	Zm00001d036285	n:m	NA
Gh_A03G1660	Zm00001d036293	n:m	NA
Gh_A04G1032	Zm00001d036293	n:m	NA
Gh_D04G1586	Zm00001d036293	n:m	NA
Gh_D12G0206	Zm00001d036293	n:m	NA
Gh_D13G0408	Zm00001d036293	n:m	NA
Gh_A11G1788	Zm00001d036296	1:m	NA
Gh_D10G0937	Zm00001d036296	1:m	NA
Gh_D11G1949	Zm00001d036296	1:m	NA
Gh_D06G0169	Zm00001d036297	1:m	NA
Gh_A10G0651	Zm00001d036301	n:m	NA
Gh_D05G1172	Zm00001d036301	n:m	NA
Gh_A05G3870	Zm00001d036301	n:m	NA
Gh_A01G1170	Zm00001d036305	n:m	NA
Gh_A03G1234	Zm00001d036305	n:m	NA
Gh_A12G0476	Zm00001d036305	n:m	NA
Gh_D02G1671	Zm00001d036305	n:m	NA
Gh_A07G2007	Zm00001d036306	n:m	NA
Gh_A09G0248	Zm00001d036306	n:m	NA
Gh_D07G2228	Zm00001d036306	n:m	NA
Gh_Sca011730G01	Zm00001d036307	n:m	NA
Gh_A01G0327	Zm00001d036315	1:01	NA
Gh_A02G1313	Zm00001d036322	n:m	NA
Gh_D03G0451	Zm00001d036322	n:m	NA
Gh_A11G3163	Zm00001d036322	n:m	NA
Gh_A04G0591	Zm00001d036330	n:m	NA
Gh_D01G2057	Zm00001d036330	n:m	NA
Gh_D04G1048	Zm00001d036330	n:m	NA
Gh_D09G0857	Zm00001d036330	n:m	NA
Gh_D09G1358	Zm00001d036330	n:m	NA
Gh_A04G0945	Zm00001d036334	1:m	NA
Gh_D02G1929	Zm00001d036337	1:m	NA
Gh_A04G0321	Zm00001d036339	1:m	NA
Gh_D05G3327	Zm00001d036339	1:m	NA
Gh_A03G1451	Zm00001d036340	1:m	NA
Gh_A09G0080	Zm00001d036345	n:m	NA
Gh_D09G0078	Zm00001d036345	n:m	NA
Gh_A06G0008	Zm00001d036346	n:1	NA
Gh_A01G0821	Zm00001d036348	n:m	NA
Gh_D01G0849	Zm00001d036348	n:m	NA
Gh_A08G0706	Zm00001d036351	1:m	NA
Gh_D08G0823	Zm00001d036351	1:m	NA
Gh_A01G0841	Zm00001d036357	1:m	NA
Gh_D01G0868	Zm00001d036357	1:m	NA
Gh_D07G1857	Zm00001d036359	1:m	NA
Gh_A01G0848	Zm00001d036360	n:m	NA
Gh_A01G1462	Zm00001d036360	n:m	NA
Gh_D01G0881	Zm00001d036360	n:m	NA
Gh_D05G2416	Zm00001d036360	n:m	NA
Gh_A01G0011	Zm00001d036361	1:m	NA
Gh_A01G1459	Zm00001d036361	1:m	NA
Gh_A03G1852	Zm00001d036361	1:m	NA
Gh_A12G0302	Zm00001d036361	1:m	NA
Gh_D01G0010	Zm00001d036361	1:m	NA
Gh_D01G1700	Zm00001d036361	1:m	NA
Gh_D02G2291	Zm00001d036361	1:m	NA
Gh_D12G0362	Zm00001d036361	1:m	NA
